partida_id,source,source_match_id,source_url,temporada_id,rodada,data,mandante,visitante,gols_mandante,gols_visitante,match_method,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
4620,Transfermarkt,2454193,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454193,2014,2,2014-04-27,Vitoria,Athletico-PR,2,2,exact,4-3-3 ofensivo,4-3-1-2,Ney Franco,Miguel Ángel Portugal
4621,Transfermarkt,2454191,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454191,2014,2,2014-04-27,Corinthians,Flamengo,2,0,exact,4-4-2 duplo 6,4-4-2 duplo 6,Mano Menezes,Jayme de Almeida Filho
4622,Transfermarkt,2454192,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454192,2014,2,2014-04-27,Cruzeiro,Sao Paulo,1,1,exact,4-4-2 duplo 6,4-4-2 duplo 6,Marcelo Oliveira,Muricy Ramalho
4623,Transfermarkt,2454196,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454196,2014,2,2014-04-27,Figueirense,Bahia,0,2,exact,3-6-1,3-6-1,Vinícius Eutrópio,Marquinhos Santos
4624,Transfermarkt,2454195,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454195,2014,2,2014-04-27,Gremio,Atletico-MG,2,1,exact,4-4-2 duplo 6,4-3-3 defensivo,Enderson Moreira,Levir Culpi
4625,Transfermarkt,2454197,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454197,2014,2,2014-04-27,Goias,Criciuma,1,0,exact,4-5-1,4-4-2,Ricardo Drubscky,Caio Júnior
4626,Transfermarkt,2454194,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454194,2014,2,2014-04-27,Sport,Chapecoense,2,1,exact,4-2-3-1,4-3-3 ofensivo,Eduardo Baptista,Gilmar Dal Pozzo
4627,Transfermarkt,2454339,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454339,2014,3,2014-05-03,Santos,Gremio,0,0,exact,4-2-3-1,4-2-3-1,Oswaldo de Oliveira,Enderson Moreira
4628,Transfermarkt,2454333,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454333,2014,3,2014-05-03,Athletico-PR,Cruzeiro,2,3,exact,4-3-1-2,4-3-1-2,Miguel Ángel Portugal,Marcelo Oliveira
4629,Transfermarkt,2454332,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454332,2014,3,2014-05-03,Sao Paulo,Coritiba,2,2,exact,4-3-3 defensivo,4-2-3-1,Muricy Ramalho,Celso Roth
4630,Transfermarkt,2454334,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454334,2014,3,2014-05-03,Fluminense,Vitoria,1,2,exact,4-4-2 duplo 6,4-3-3 defensivo,Cristóvão Borges,Ney Franco
4631,Transfermarkt,2454338,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454338,2014,3,2014-05-04,Criciuma,Figueirense,1,0,exact,4-4-2,3-4-3,Wagner Lopes,Guto Ferreira
4632,Transfermarkt,2454337,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454337,2014,3,2014-05-04,Internacional,Sport,2,1,exact,4-2-3-1,4-3-3 defensivo,Abel Braga,Eduardo Baptista
4633,Transfermarkt,2454336,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454336,2014,3,2014-05-04,Bahia,Botafogo-RJ,1,0,exact,4-5-1,4-4-2,Marquinhos Santos,Vagner Mancini
4634,Transfermarkt,2454335,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454335,2014,3,2014-05-04,Flamengo,Palmeiras,4,2,exact,4-2-3-1,4-5-1,Jayme de Almeida Filho,Gilson Kleina
4635,Transfermarkt,2454341,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454341,2014,3,2014-05-04,Chapecoense,Corinthians,0,1,exact,4-3-1-2,4-4-2 duplo 6,Gilmar Dal Pozzo,Mano Menezes
4636,Transfermarkt,2454340,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454340,2014,3,2014-05-04,Atletico-MG,Goias,0,1,exact,4-3-3 defensivo,4-1-4-1,Levir Culpi,Ricardo Drubscky
4637,Transfermarkt,2454349,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454349,2014,4,2014-05-10,Internacional,Athletico-PR,2,1,exact,4-2-3-1,4-3-1-2,Abel Braga,Miguel Ángel Portugal
4638,Transfermarkt,2454345,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454345,2014,4,2014-05-10,Palmeiras,Goias,2,0,exact,4-3-3 ofensivo,4-3-1-2,Alberto Valentim,Ricardo Drubscky
4639,Transfermarkt,2454342,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454342,2014,4,2014-05-10,Botafogo-RJ,Criciuma,6,0,exact,4-3-3,4-4-2,Vagner Mancini,Wagner Lopes
4640,Transfermarkt,2454351,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454351,2014,4,2014-05-11,Chapecoense,Gremio,1,2,exact,4-5-1 plano,4-2-3-1,Gilmar Dal Pozzo,Enderson Moreira
4641,Transfermarkt,2454343,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454343,2014,4,2014-05-11,Fluminense,Flamengo,2,0,exact,4-4-2 duplo 6,4-3-1-2,Cristóvão Borges,Jayme de Almeida Filho
4642,Transfermarkt,2454347,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454347,2014,4,2014-05-11,Atletico-MG,Cruzeiro,2,1,exact,3-5-2,4-3-1-2,Levir Culpi,Marcelo Oliveira
4643,Transfermarkt,2454344,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454344,2014,4,2014-05-11,Sao Paulo,Corinthians,1,1,exact,4-3-3 defensivo,4-4-2 duplo 6,Muricy Ramalho,Mano Menezes
4644,Transfermarkt,2454350,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454350,2014,4,2014-05-11,Figueirense,Santos,0,2,exact,4-2-3-1,4-2-3-1,Guto Ferreira,Oswaldo de Oliveira
4645,Transfermarkt,2454346,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454346,2014,4,2014-05-11,Coritiba,Sport,0,1,exact,5-3-2,4-4-2,Celso Roth,Eduardo Baptista
4646,Transfermarkt,2454348,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454348,2014,4,2014-05-11,Bahia,Vitoria,1,1,exact,4-5-1,4-3-3,Marquinhos Santos,Ney Franco
4647,Transfermarkt,2454361,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454361,2014,5,2014-05-14,Goias,Botafogo-RJ,2,0,exact,2-7-1,4-3-3,Ricardo Drubscky,Vagner Mancini
4648,Transfermarkt,2454357,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454357,2014,5,2014-05-17,Cruzeiro,Coritiba,3,2,exact,4-4-2 duplo 6,4-3-1-2,Marcelo Oliveira,Celso Roth
4649,Transfermarkt,2454359,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454359,2014,5,2014-05-18,Gremio,Fluminense,1,0,exact,4-4-2 duplo 6,4-4-2 duplo 6,Enderson Moreira,Cristóvão Borges
4650,Transfermarkt,2454354,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454354,2014,5,2014-05-18,Corinthians,Figueirense,0,1,exact,4-4-2 duplo 6,4-3-1-2,Mano Menezes,Guto Ferreira
4651,Transfermarkt,2454352,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454352,2014,5,2014-05-18,Flamengo,Sao Paulo,0,2,exact,4-3-3 defensivo,4-3-3 defensivo,Jayme de Almeida Filho,Muricy Ramalho
4652,Transfermarkt,2454356,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454356,2014,5,2014-05-18,Athletico-PR,Chapecoense,1,1,exact,4-4-2 duplo 6,4-3-3 ofensivo,Miguel Ángel Portugal,Gilmar Dal Pozzo
4653,Transfermarkt,2454358,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454358,2014,5,2014-05-18,Vitoria,Palmeiras,0,1,exact,4-2-3-1,4-4-2 losango,Carlos Amadeu,Alberto Valentim
4654,Transfermarkt,2454360,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454360,2014,5,2014-05-18,Criciuma,Internacional,0,0,exact,4-3-1-2,4-2-3-1,Wagner Lopes,Abel Braga
4655,Transfermarkt,2454355,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454355,2014,5,2014-05-18,Santos,Atletico-MG,1,2,exact,4-3-3 defensivo,4-3-3 defensivo,Oswaldo de Oliveira,Levir Culpi
4656,Transfermarkt,2454353,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454353,2014,5,2014-06-04,Sport,Bahia,1,0,exact,4-3-1-2,4-4-2 duplo 6,Eduardo Baptista,Marquinhos Santos
4657,Transfermarkt,2454366,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454366,2014,6,2014-05-21,Coritiba,Internacional,1,1,exact,4-4-2 duplo 6,4-2-3-1,Celso Roth,Abel Braga
4658,Transfermarkt,2454362,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454362,2014,6,2014-05-21,Flamengo,Bahia,1,1,exact,4-3-3 defensivo,4-1-4-1,Ney Franco,Marquinhos Santos
4659,Transfermarkt,2454367,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454367,2014,6,2014-05-21,Cruzeiro,Sport,2,0,exact,4-4-2 duplo 6,4-3-1-2,Marcelo Oliveira,Eduardo Baptista
4660,Transfermarkt,2454370,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454370,2014,6,2014-05-21,Criciuma,Chapecoense,1,0,exact,4-4-2 duplo 6,4-4-2 duplo 6,Wagner Lopes,Gilmar Dal Pozzo
4661,Transfermarkt,2454364,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454364,2014,6,2014-05-21,Corinthians,Athletico-PR,1,1,exact,4-2-3-1,4-1-4-1,Mano Menezes,Miguel Ángel Portugal
4662,Transfermarkt,2454363,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454363,2014,6,2014-05-21,Fluminense,Sao Paulo,5,2,exact,4-4-2 duplo 6,4-3-3 defensivo,Cristóvão Borges,Muricy Ramalho
4663,Transfermarkt,2454369,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454369,2014,6,2014-05-21,Gremio,Botafogo-RJ,2,1,exact,4-2-3-1,4-3-3 ofensivo,Enderson Moreira,Vagner Mancini
4664,Transfermarkt,2454365,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454365,2014,6,2014-05-22,Palmeiras,Figueirense,1,0,exact,4-4-2 losango,4-3-1-2,Alberto Valentim,Guto Ferreira
4665,Transfermarkt,2454371,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454371,2014,6,2014-05-22,Goias,Santos,2,2,exact,4-3-3 ofensivo,4-2-3-1,Ricardo Drubscky,Oswaldo de Oliveira
4666,Transfermarkt,2454368,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454368,2014,6,2014-05-22,Vitoria,Atletico-MG,2,3,exact,4-3-3 defensivo,4-3-3 defensivo,Carlos Amadeu,Levir Culpi
4667,Transfermarkt,2454378,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454378,2014,7,2014-05-24,Bahia,Fluminense,0,1,exact,4-3-1-2,4-1-4-1,Marquinhos Santos,Cristóvão Borges
4668,Transfermarkt,2454374,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454374,2014,7,2014-05-24,Sao Paulo,Gremio,1,0,exact,4-3-3 defensivo,4-3-1-2,Muricy Ramalho,Enderson Moreira
4669,Transfermarkt,2454375,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454375,2014,7,2014-05-25,Santos,Flamengo,0,0,exact,4-2-3-1,4-3-3 ofensivo,Oswaldo de Oliveira,Jayme de Almeida Filho
4670,Transfermarkt,2454380,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454380,2014,7,2014-05-25,Figueirense,Goias,0,1,exact,4-4-2,2-6-2,Guto Ferreira,Ricardo Drubscky
4671,Transfermarkt,2454373,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454373,2014,7,2014-05-25,Sport,Corinthians,1,4,exact,4-3-1-2,4-4-2 duplo 6,Eduardo Baptista,Mano Menezes
4672,Transfermarkt,2454376,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454376,2014,7,2014-05-25,Athletico-PR,Coritiba,2,0,exact,4-4-2 duplo 6,3-5-2,Miguel Ángel Portugal,Celso Roth
4673,Transfermarkt,2454379,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454379,2014,7,2014-05-25,Internacional,Cruzeiro,1,3,exact,4-2-3-1,4-4-2 duplo 6,Abel Braga,Marcelo Oliveira
4674,Transfermarkt,2454372,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454372,2014,7,2014-05-25,Botafogo-RJ,Vitoria,1,1,exact,5-2-3,4-3-3,Vagner Mancini,Jorginho Cantinflas
4675,Transfermarkt,2454381,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454381,2014,7,2014-05-25,Chapecoense,Palmeiras,2,0,exact,4-3-1-2,4-4-2 duplo 6,Celso Rodrigues,Alberto Valentim
4676,Transfermarkt,2454377,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454377,2014,7,2014-05-25,Atletico-MG,Criciuma,0,0,exact,4-3-3 defensivo,4-3-1-2,Levir Culpi,Wagner Lopes
4677,Transfermarkt,2454390,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454390,2014,8,2014-05-27,Criciuma,Coritiba,1,0,round_teams_score,4-4-2,5-2-3,Wagner Lopes,Celso Roth
4678,Transfermarkt,2454385,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454385,2014,8,2014-05-27,Palmeiras,Botafogo-RJ,0,2,round_teams_score,4-4-2 losango,4-4-1-1,Alberto Valentim,Vagner Mancini
4679,Transfermarkt,2454383,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454383,2014,8,2014-05-27,Sport,Gremio,0,0,round_teams_score,4-5-1 plano,4-2-3-1,Eduardo Baptista,Enderson Moreira
4680,Transfermarkt,2454389,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454389,2014,8,2014-05-27,Internacional,Chapecoense,2,0,round_teams_score,4-4-2 duplo 6,4-3-1-2,Abel Braga,Gilmar Dal Pozzo
4681,Transfermarkt,2454391,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454391,2014,8,2014-05-27,Goias,Vitoria,0,0,round_teams_score,4-4-2,4-4-2,Ricardo Drubscky,Jorginho Cantinflas
4682,Transfermarkt,2454384,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454384,2014,8,2014-05-27,Corinthians,Cruzeiro,1,0,round_teams_score,4-4-2 duplo 6,4-4-2 duplo 6,Mano Menezes,Marcelo Oliveira
4683,Transfermarkt,2454386,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454386,2014,8,2014-05-27,Athletico-PR,Sao Paulo,2,2,round_teams_score,4-4-2 duplo 6,4-3-3 defensivo,Miguel Ángel Portugal,Muricy Ramalho
4684,Transfermarkt,2454387,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454387,2014,8,2014-05-27,Atletico-MG,Fluminense,2,0,round_teams_score,4-3-3 defensivo,4-4-2 duplo 6,Levir Culpi,Cristóvão Borges
4685,Transfermarkt,2454382,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454382,2014,8,2014-05-28,Flamengo,Figueirense,1,1,round_teams_score,4-4-2,4-4-2,Ney Franco,Guto Ferreira
4686,Transfermarkt,2454388,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454388,2014,8,2014-05-28,Bahia,Santos,0,2,round_teams_score,4-3-3 defensivo,4-2-3-1,Marquinhos Santos,Oswaldo de Oliveira
4687,Transfermarkt,2454396,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454396,2014,9,2014-05-31,Coritiba,Goias,3,0,exact,4-4-2,2-8-0,Celso Roth,Ricardo Drubscky
4688,Transfermarkt,2454394,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454394,2014,9,2014-05-31,Sao Paulo,Atletico-MG,2,1,exact,4-3-3 defensivo,4-3-3 defensivo,Muricy Ramalho,Levir Culpi
4689,Transfermarkt,2454398,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454398,2014,9,2014-05-31,Vitoria,Sport,0,1,exact,4-3-3,4-3-3,Jorginho Cantinflas,Eduardo Baptista
4690,Transfermarkt,2454399,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454399,2014,9,2014-06-01,Gremio,Palmeiras,0,0,exact,4-2-3-1,4-2-3-1,Enderson Moreira,Alberto Valentim
4691,Transfermarkt,2454401,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454401,2014,9,2014-06-01,Chapecoense,Bahia,2,1,exact,4-4-2 duplo 6,4-1-4-1,Celso Rodrigues,Marquinhos Santos
4692,Transfermarkt,2454397,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454397,2014,9,2014-06-01,Cruzeiro,Flamengo,3,0,exact,4-2-3-1,4-3-1-2,Marcelo Oliveira,Jayme de Almeida Filho
4693,Transfermarkt,2454393,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454393,2014,9,2014-06-01,Fluminense,Internacional,1,1,exact,4-4-2 duplo 6,4-4-2 duplo 6,Cristóvão Borges,Abel Braga
4694,Transfermarkt,2454395,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454395,2014,9,2014-06-01,Santos,Criciuma,2,0,exact,4-2-3-1,4-3-2-1,Oswaldo de Oliveira,Wagner Lopes
4695,Transfermarkt,2454400,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454400,2014,9,2014-06-01,Figueirense,Athletico-PR,1,3,exact,4-4-2 duplo 6,4-4-2 duplo 6,Guto Ferreira,Miguel Ángel Portugal
4696,Transfermarkt,2454392,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454392,2014,9,2014-10-11,Botafogo-RJ,Corinthians,1,0,exact,4-3-1-2,4-4-2 duplo 6,Vagner Mancini,Mano Menezes
4707,Transfermarkt,2454409,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454409,2014,10,2014-07-16,Gremio,Goias,0,0,exact,4-2-3-1,4-2-3-1,Enderson Moreira,Ricardo Drubscky
4708,Transfermarkt,2454406,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454406,2014,10,2014-07-16,Coritiba,Figueirense,0,2,exact,4-4-2,4-4-2,Celso Roth,Guto Ferreira
4709,Transfermarkt,2454403,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454403,2014,10,2014-07-16,Sport,Botafogo-RJ,1,0,exact,5-2-3,4-2-4,Eduardo Baptista,Vagner Mancini
4710,Transfermarkt,2454410,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454410,2014,10,2014-07-16,Criciuma,Fluminense,3,2,exact,4-4-2 duplo 6,4-4-2 duplo 6,Wagner Lopes,Cristóvão Borges
4711,Transfermarkt,2454408,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454408,2014,10,2014-07-16,Bahia,Sao Paulo,0,2,exact,4-3-3 defensivo,4-3-3 defensivo,Marquinhos Santos,Muricy Ramalho
4712,Transfermarkt,2454402,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454402,2014,10,2014-07-16,Flamengo,Athletico-PR,1,2,exact,3-5-2,4-4-2 duplo 6,Ney Franco,Doriva
4713,Transfermarkt,2454404,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454404,2014,10,2014-07-17,Corinthians,Internacional,2,1,exact,4-4-2 duplo 6,4-4-2 duplo 6,Mano Menezes,Abel Braga
4714,Transfermarkt,2454405,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454405,2014,10,2014-07-17,Santos,Palmeiras,2,0,exact,3-4-3,4-4-2,Oswaldo de Oliveira,Ricardo Gareca
4715,Transfermarkt,2454407,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454407,2014,10,2014-07-17,Cruzeiro,Vitoria,3,1,exact,4-2-3-1,4-3-1-2,Marcelo Oliveira,Jorginho Cantinflas
4716,Transfermarkt,2454411,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454411,2014,10,2014-08-06,Chapecoense,Atletico-MG,1,1,exact,4-3-1-2,4-4-2 duplo 6,Celso Rodrigues,Levir Culpi
4717,Transfermarkt,2454414,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454414,2014,11,2014-07-19,Sao Paulo,Chapecoense,0,1,exact,4-3-3 defensivo,4-3-2-1,Muricy Ramalho,Celso Rodrigues
4718,Transfermarkt,2454420,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454420,2014,11,2014-07-19,Figueirense,Gremio,0,1,exact,4-4-2,4-5-1,Guto Ferreira,Enderson Moreira
4719,Transfermarkt,2454417,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454417,2014,11,2014-07-19,Atletico-MG,Bahia,1,1,exact,4-2-3-1,4-3-1-2,Levir Culpi,Marquinhos Santos
4720,Transfermarkt,2454412,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454412,2014,11,2014-07-19,Botafogo-RJ,Coritiba,1,0,exact,4-3-3 defensivo,4-3-2-1,Vagner Mancini,Celso Roth
4721,Transfermarkt,2454419,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454419,2014,11,2014-07-20,Internacional,Flamengo,4,0,exact,4-2-3-1,4-3-1-2,Abel Braga,Ney Franco
4722,Transfermarkt,2454415,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454415,2014,11,2014-07-20,Palmeiras,Cruzeiro,1,2,exact,4-3-3 defensivo,4-2-3-1,Ricardo Gareca,Marcelo Oliveira
4723,Transfermarkt,2454418,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454418,2014,11,2014-07-20,Vitoria,Corinthians,0,0,exact,4-3-1-2,4-4-2 duplo 6,Jorginho Cantinflas,Mano Menezes
4724,Transfermarkt,2454416,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454416,2014,11,2014-07-20,Athletico-PR,Criciuma,2,0,exact,4-3-3 defensivo,4-3-1-2,Doriva,Wagner Lopes
4725,Transfermarkt,2454413,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454413,2014,11,2014-07-20,Fluminense,Santos,1,0,exact,4-4-2 duplo 6,4-3-3 defensivo,Cristóvão Borges,Oswaldo de Oliveira
4726,Transfermarkt,2454421,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454421,2014,11,2014-07-20,Goias,Sport,0,0,exact,3-6-1,5-2-3,Ricardo Drubscky,Eduardo Baptista
4727,Transfermarkt,2454425,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454425,2014,12,2014-07-26,Santos,Chapecoense,3,0,exact,4-3-3,4-5-1,Oswaldo de Oliveira,Celso Rodrigues
4728,Transfermarkt,2454427,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454427,2014,12,2014-07-26,Cruzeiro,Figueirense,5,0,exact,4-2-3-1,4-4-2 duplo 6,Marcelo Oliveira,Argel Fuchs
4729,Transfermarkt,2454430,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454430,2014,12,2014-07-26,Criciuma,Vitoria,1,3,exact,4-4-2,3-4-3,Wagner Lopes,Jorginho Cantinflas
4730,Transfermarkt,2454428,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454428,2014,12,2014-07-26,Bahia,Internacional,0,1,exact,4-3-3 defensivo,4-2-3-1,Marquinhos Santos,Abel Braga
4731,Transfermarkt,2454431,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454431,2014,12,2014-07-27,Goias,Sao Paulo,2,1,exact,4-3-1-2,4-4-2 duplo 6,Ricardo Drubscky,Muricy Ramalho
4732,Transfermarkt,2454426,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454426,2014,12,2014-07-27,Athletico-PR,Fluminense,0,3,exact,4-3-3 defensivo,4-2-3-1,Doriva,Cristóvão Borges
4733,Transfermarkt,2454424,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2454424,2014,12,2014-07-27,Corinthians,Palmeiras,2,0,exact,4-4-2 duplo 6,4-4-2 duplo 6,Mano Menezes,Ricardo Gareca
