source,source_match_id,source_url,partida_id,temporada_id,rodada,data,mandante,visitante,gols_mandante,gols_visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
Transfermarkt,2695568,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2695568,5408,2016,5,2016-06-01,Corinthians,Santos,1,0,4-2-3-1,4-4-2 duplo 6,Tite,Dorival Júnior
Transfermarkt,2695569,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2695569,5409,2016,5,2016-06-01,Santa Cruz,Sport,0,1,4-3-3 defensivo,4-2-3-1,Milton Mendes,Oswaldo de Oliveira
Transfermarkt,2695567,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2695567,5410,2016,5,2016-06-01,Coritiba,Chapecoense,3,4,4-2-3-1,4-3-3 ofensivo,Gilson Kleina,Guto Ferreira
Transfermarkt,2695571,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2695571,5411,2016,5,2016-06-01,Atletico-MG,Fluminense,1,1,4-2-3-1,4-2-3-1,Marcelo Oliveira,Levir Culpi
Transfermarkt,2695572,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2695572,5412,2016,5,2016-06-01,Figueirense,Sao Paulo,1,0,4-1-4-1,4-2-3-1,Vinícius Eutrópio,Edgardo Bauza
Transfermarkt,2695570,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2695570,5413,2016,5,2016-06-01,Botafogo-RJ,Cruzeiro,0,1,4-4-2 duplo 6,4-2-3-1,Ricardo Gomes,Paulo Bento
Transfermarkt,2695573,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2695573,5414,2016,5,2016-06-02,America-MG,Ponte Preta,1,2,3-4-3 plano,4-3-3 defensivo,Givanildo Oliveira,Eduardo Baptista
Transfermarkt,2695574,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2695574,5415,2016,5,2016-06-02,Palmeiras,Gremio,4,3,4-2-3-1,4-2-3-1,Cuca,Roger Machado
Transfermarkt,2695575,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2695575,5416,2016,5,2016-06-02,Flamengo,Vitoria,1,0,4-3-1-2,4-2-3-1,Zé Ricardo,Vagner Mancini
Transfermarkt,2708414,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708414,5497,2016,14,2016-07-09,Chapecoense,Corinthians,0,2,4-3-3 ofensivo,4-2-3-1,Caio Júnior,Cristóvão Borges
Transfermarkt,2708415,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708415,5498,2016,14,2016-07-09,Coritiba,Botafogo-RJ,0,0,4-4-2 duplo 6,4-2-3-1,Pachequinho,Ricardo Gomes
Transfermarkt,2708416,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708416,5499,2016,14,2016-07-09,Ponte Preta,Sport,2,1,4-2-3-1,4-2-3-1,Eduardo Baptista,Oswaldo de Oliveira
Transfermarkt,2708418,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708418,5500,2016,14,2016-07-10,Gremio,Figueirense,2,1,4-2-3-1,4-2-3-1,Roger Machado,Vinícius Eutrópio
Transfermarkt,2708417,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708417,5501,2016,14,2016-07-10,Flamengo,Atletico-MG,2,0,4-2-3-1,4-2-3-1,Zé Ricardo,Marcelo Oliveira
Transfermarkt,2708419,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708419,5502,2016,14,2016-07-10,Santa Cruz,Internacional,1,0,4-2-3-1,4-2-3-1,Milton Mendes,Argel Fuchs
Transfermarkt,2708420,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708420,5503,2016,14,2016-07-10,Sao Paulo,America-MG,3,0,4-2-3-1,4-2-3-1,Edgardo Bauza,Sérgio Vieira
Transfermarkt,2708421,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708421,5504,2016,14,2016-07-10,Vitoria,Fluminense,0,0,4-2-3-1,4-2-3-1,Vagner Mancini,Levir Culpi
Transfermarkt,2708422,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708422,5505,2016,14,2016-07-11,Cruzeiro,Athletico-PR,0,3,4-3-3 ofensivo,4-2-3-1,Paulo Bento,Paulo Autuori
Transfermarkt,2708423,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2708423,5506,2016,14,2016-07-12,Palmeiras,Santos,1,1,4-3-3 ofensivo,4-2-3-1,Cuca,Dorival Júnior
Transfermarkt,2770171,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770171,5647,2016,29,2016-10-05,Athletico-PR,Chapecoense,3,1,4-2-3-1,5-4-1 plano,Paulo Autuori,Caio Júnior
Transfermarkt,2770170,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770170,5648,2016,29,2016-10-05,Vitoria,Gremio,0,1,4-3-3 defensivo,4-2-3-1,Argel Fuchs,Renato Gaúcho
Transfermarkt,2770172,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770172,5649,2016,29,2016-10-05,Corinthians,Atletico-MG,0,0,4-1-4-1,4-2-3-1,Fábio Carille,Marcelo Oliveira
Transfermarkt,2770173,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770173,5650,2016,29,2016-10-05,Santos,Fluminense,2,1,4-2-3-1,4-3-1-2,Dorival Júnior,Levir Culpi
Transfermarkt,2770174,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770174,5651,2016,29,2016-10-05,Sport,Sao Paulo,1,1,4-2-3-1,4-2-3-1,Oswaldo de Oliveira,Ricardo Gomes
Transfermarkt,2770175,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770175,5652,2016,29,2016-10-06,Internacional,Coritiba,1,0,4-2-3-1,4-1-4-1,Celso Roth,Paulo César Carpegiani
Transfermarkt,2770176,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770176,5653,2016,29,2016-10-08,Cruzeiro,Ponte Preta,2,0,4-3-3 defensivo,4-3-3 defensivo,Mano Menezes,Eduardo Baptista
Transfermarkt,2770177,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770177,5654,2016,29,2016-10-09,Flamengo,Santa Cruz,3,0,,,Zé Ricardo,Doriva
Transfermarkt,2770179,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770179,5655,2016,29,2016-10-09,America-MG,Palmeiras,0,2,4-3-3 defensivo,4-2-3-1,Enderson Moreira,Cuca
Transfermarkt,2770178,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770178,5656,2016,29,2016-10-09,Figueirense,Botafogo-RJ,0,1,4-3-3 defensivo,4-3-1-2,Marquinhos Santos,Jair Ventura
Transfermarkt,2770180,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770180,5657,2016,30,2016-10-12,Chapecoense,Sport,3,0,4-4-1-1,4-2-3-1,Caio Júnior,Oswaldo de Oliveira
Transfermarkt,2770181,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770181,5658,2016,30,2016-10-12,Coritiba,Figueirense,0,0,4-1-4-1,4-3-3 defensivo,Paulo César Carpegiani,Marquinhos Santos
Transfermarkt,2770183,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770183,5659,2016,30,2016-10-12,Santa Cruz,Corinthians,2,4,4-3-3 defensivo,4-1-4-1,Doriva,Fábio Carille
Transfermarkt,2770182,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2770182,5660,2016,30,2016-10-12,Botafogo-RJ,Internacional,1,0,4-3-1-2,4-3-3 defensivo,Jair Ventura,Celso Roth
Transfermarkt,2900545,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900545,5946,2017,21,2017-08-19,Corinthians,Vitoria,0,1,4-2-3-1,4-3-3 defensivo,Fábio Carille,Vagner Mancini
Transfermarkt,2900543,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900543,5947,2017,21,2017-08-19,Flamengo,Atletico-GO,2,0,4-2-3-1,4-2-3-1,Reinaldo Rueda,João Paulo Sanches
Transfermarkt,2900548,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900548,5948,2017,21,2017-08-20,Gremio,Athletico-PR,0,0,4-4-2,4-2-3-1,Renato Gaúcho,Fabiano Soares
Transfermarkt,2900551,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900551,5949,2017,21,2017-08-20,Avai,Sao Paulo,1,1,4-2-3-1,4-2-3-1,Claudinei Oliveira,Dorival Júnior
Transfermarkt,2900549,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900549,5950,2017,21,2017-08-20,Bahia,Vasco,3,0,4-2-3-1,5-4-1 plano,Preto Casagrande,Milton Mendes
Transfermarkt,2900546,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900546,5951,2017,21,2017-08-20,Cruzeiro,Sport,2,0,4-2-3-1,4-2-3-1,Mano Menezes,Vanderlei Luxemburgo
Transfermarkt,2900550,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900550,5952,2017,21,2017-08-20,Ponte Preta,Botafogo-RJ,2,1,4-3-1-2,4-5-1,Gilson Kleina,Jair Ventura
Transfermarkt,2900547,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900547,5953,2017,21,2017-08-20,Coritiba,Santos,0,0,4-3-3 defensivo,4-3-3 ofensivo,Marcelo Oliveira,Levir Culpi
Transfermarkt,2900544,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900544,5954,2017,21,2017-08-20,Palmeiras,Chapecoense,0,2,4-3-3 ofensivo,4-3-3 defensivo,Cuca,Vinícius Eutrópio
Transfermarkt,2900542,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2900542,5955,2017,21,2017-08-21,Fluminense,Atletico-MG,2,1,4-3-1-2,4-3-1-2,Abel Braga,Rogério Micale
Transfermarkt,2937781,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2937781,6032,2017,29,2017-10-19,Vitoria,Athletico-PR,2,3,4-3-3 defensivo,4-3-3 defensivo,Vagner Mancini,Fabiano Soares
Transfermarkt,2937780,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2937780,6033,2017,29,2017-10-19,Palmeiras,Ponte Preta,2,0,4-3-3 defensivo,4-4-2 duplo 6,Alberto Valentim,Eduardo Baptista
Transfermarkt,2937782,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2937782,6034,2017,29,2017-10-19,Flamengo,Bahia,4,1,4-3-3 defensivo,4-2-3-1,Reinaldo Rueda,Paulo César Carpegiani
Transfermarkt,2937783,https://www.transfermarkt.com.br/spielbericht/index/spielbericht/2937783,6035,2017,29,2017-10-19,Sport,Santos,1,1,4-2-3-1,4-2-3-1,Vanderlei Luxemburgo,Levir Culpi
