edicao,fase,grupo,data,partida,time_1,placar,time_2,estadio,selecao,adversario,jogador,minuto,acrescimo,minuto_texto,tipo_oficial,tipo_tecnico,parte_corpo,tecnica,zona,xg,distancia_m,coordenada_x,coordenada_y,eh_penalti,eh_gol_contra,eh_falta,eh_cabeca,eh_fora_area,situacao,fonte_situacao,frase_situacao,fonte_oficial,fonte_tecnica,nivel_confianca,texto_original,gol_id,partida_id_local
2022,Oitavas de final,,3 de dezembro,Países Baixos 3 - 1 Estados Unidos,Países Baixos,3 - 1,Estados Unidos,"Estádio Internacional Khalifa, Al Rayyan",Países Baixos,Estados Unidos,Blind,45,1,45+1',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.2502,10.9,107.6,38.5,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Blind 45+1',2669,2022-049
2022,Oitavas de final,,3 de dezembro,Países Baixos 3 - 1 Estados Unidos,Países Baixos,3 - 1,Estados Unidos,"Estádio Internacional Khalifa, Al Rayyan",Países Baixos,Estados Unidos,Dumfries,81,,81',normal,Bola rolando,Pé esquerdo,Voleio,Dentro da área,0.2359,6.8,113.5,44.3,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Dumfries 81',2670,2022-049
2022,Oitavas de final,,3 de dezembro,Países Baixos 3 - 1 Estados Unidos,Países Baixos,3 - 1,Estados Unidos,"Estádio Internacional Khalifa, Al Rayyan",Estados Unidos,Países Baixos,Wright,76,,76',normal,Bola rolando,Pé direito,Normal,Pequena área,0.3637,6.2,115.1,45.2,False,False,False,False,False,Escanteio,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Wright 76',2671,2022-049
2022,Oitavas de final,,3 de dezembro,Argentina 2 - 1 Austrália,Argentina,2 - 1,Austrália,"Estádio Ahmed bin Ali, Al Rayyan",Argentina,Austrália,Lionel Messi,35,,35',penalti,Bola rolando,Pé direito,Normal,Dentro da área,0.4344,9.8,109.1,42.4,True,False,False,False,False,Pênalti,Fjelstul WC Database,,Wikipedia PT,StatsBomb Open Data,alta,Messi 35',2672,2022-050
2022,Oitavas de final,,3 de dezembro,Argentina 2 - 1 Austrália,Argentina,2 - 1,Austrália,"Estádio Ahmed bin Ali, Al Rayyan",Argentina,Austrália,Álvarez,57,,57',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.2806,12.1,110.4,50.3,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Álvarez 57',2673,2022-050
2022,Oitavas de final,,3 de dezembro,Argentina 2 - 1 Austrália,Argentina,2 - 1,Austrália,"Estádio Ahmed bin Ali, Al Rayyan",Austrália,Argentina,Fernández,77,,77',gol_contra,Gol contra,Não detalhado,Não detalhado,Não detalhado,,,,,False,True,False,False,False,Gol contra,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Fernández 77' (g.c.),2674,2022-050
2022,Oitavas de final,,4 de dezembro,França 3 - 1 Polônia,França,3 - 1,Polônia,"Estádio Al Thumama, Doha",França,Polônia,Giroud,44,,44',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.2864,14.2,105.6,32.3,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Giroud 44',2675,2022-051
2022,Oitavas de final,,4 de dezembro,França 3 - 1 Polônia,França,3 - 1,Polônia,"Estádio Al Thumama, Doha",França,Polônia,Kylian Mbappé,74,,74',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.0874,16.5,104.8,28.6,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Mbappé 74',2676,2022-051
2022,Oitavas de final,,4 de dezembro,França 3 - 1 Polônia,França,3 - 1,Polônia,"Estádio Al Thumama, Doha",França,Polônia,Kylian Mbappé,90,1,90+1',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.0427,17.4,106.2,25.2,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Mbappé 90+1',2677,2022-051
2022,Oitavas de final,,4 de dezembro,França 3 - 1 Polônia,França,3 - 1,Polônia,"Estádio Al Thumama, Doha",Polônia,França,Lewandowski,90,9,90+9',penalti,Pênalti,Pé direito,Normal,Pênalti,0.7835,10.5,108.0,40.0,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,StatsBomb Open Data,alta,Lewandowski 90+9' (pen.),2678,2022-051
2022,Oitavas de final,,4 de dezembro,Inglaterra 3 - 0 Senegal,Inglaterra,3 - 0,Senegal,"Estádio Al Bayt, Al Khor",Inglaterra,Senegal,Henderson,38,,38',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.1317,11.0,107.6,38.0,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Henderson 38',2679,2022-052
2022,Oitavas de final,,4 de dezembro,Inglaterra 3 - 0 Senegal,Inglaterra,3 - 0,Senegal,"Estádio Al Bayt, Al Khor",Inglaterra,Senegal,Kane,45,3,45+3',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.2066,16.5,104.3,50.7,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Kane 45+3',2680,2022-052
2022,Oitavas de final,,4 de dezembro,Inglaterra 3 - 0 Senegal,Inglaterra,3 - 0,Senegal,"Estádio Al Bayt, Al Khor",Inglaterra,Senegal,Saka,57,,57',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.2174,8.6,111.0,35.9,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Saka 57',2681,2022-052
2022,Oitavas de final,,5 de dezembro,Japão 1 - 1 (pro) Croácia,Japão,1 - 1 (pro),Croácia,"Estádio Al Janoub, Al-Wakrah",Japão,Croácia,Maeda,43,,43',normal,Bola rolando,Pé esquerdo,Meio voleio,Dentro da área,0.4587,6.8,113.5,44.3,False,False,False,False,False,Escanteio,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Maeda 43',2682,2022-053
2022,Oitavas de final,,5 de dezembro,Japão 1 - 1 (pro) Croácia,Japão,1 - 1 (pro),Croácia,"Estádio Al Janoub, Al-Wakrah",Croácia,Japão,Perišić,55,,55',normal,Bola rolando,Cabeça,Normal,Dentro da área,0.0268,13.2,106.0,34.1,False,False,False,True,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Perišić 55',2683,2022-053
2022,Oitavas de final,,5 de dezembro,Brasil 4 - 1 Coreia do Sul,Brasil,4 - 1,Coreia do Sul,"Estádio 974, Doha",Brasil,Coreia do Sul,Vinícius Júnior,7,,7',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.1306,12.3,110.0,29.9,False,False,False,False,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Vinícius Júnior 7',2684,2022-054
2022,Oitavas de final,,5 de dezembro,Brasil 4 - 1 Coreia do Sul,Brasil,4 - 1,Coreia do Sul,"Estádio 974, Doha",Brasil,Coreia do Sul,Neymar,13,,13',penalti,Pênalti,Pé direito,Normal,Pênalti,0.7835,10.5,108.0,40.0,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,StatsBomb Open Data,alta,Neymar 13' (pen.),2685,2022-054
2022,Oitavas de final,,5 de dezembro,Brasil 4 - 1 Coreia do Sul,Brasil,4 - 1,Coreia do Sul,"Estádio 974, Doha",Brasil,Coreia do Sul,Richarlison,29,,29',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.5379,8.6,110.7,43.3,False,False,False,False,False,Escanteio,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Richarlison 29',2686,2022-054
2022,Oitavas de final,,5 de dezembro,Brasil 4 - 1 Coreia do Sul,Brasil,4 - 1,Coreia do Sul,"Estádio 974, Doha",Brasil,Coreia do Sul,Lucas Paquetá,36,,36',normal,Bola rolando,Pé direito,Voleio,Dentro da área,0.0863,9.7,110.0,44.8,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Lucas Paquetá 36',2687,2022-054
2022,Oitavas de final,,5 de dezembro,Brasil 4 - 1 Coreia do Sul,Brasil,4 - 1,Coreia do Sul,"Estádio 974, Doha",Coreia do Sul,Brasil,Paik Seung-Ho,76,,76',normal,Bola rolando,Pé esquerdo,Meio voleio,Fora da área,0.0231,23.0,93.7,39.8,False,False,False,False,True,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Paik Seung-Ho 76',2688,2022-054
2022,Oitavas de final,,6 de dezembro,Portugal 6 - 1 Suíça,Portugal,6 - 1,Suíça,"Estádio Nacional de Lusail, Lusail",Portugal,Suíça,Gonçalo Ramos,17,,17',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.101,13.1,111.3,27.5,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Gonçalo Ramos 17',2689,2022-056
2022,Oitavas de final,,6 de dezembro,Portugal 6 - 1 Suíça,Portugal,6 - 1,Suíça,"Estádio Nacional de Lusail, Lusail",Portugal,Suíça,Gonçalo Ramos,51,,51',normal,Bola rolando,Pé esquerdo,Normal,Pequena área,0.5087,5.2,115.8,44.4,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Gonçalo Ramos 51',2690,2022-056
2022,Oitavas de final,,6 de dezembro,Portugal 6 - 1 Suíça,Portugal,6 - 1,Suíça,"Estádio Nacional de Lusail, Lusail",Portugal,Suíça,Gonçalo Ramos,67,,67',normal,Bola rolando,Pé direito,Cobertura,Dentro da área,0.467,8.1,112.6,45.8,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Gonçalo Ramos 67',2691,2022-056
2022,Oitavas de final,,6 de dezembro,Portugal 6 - 1 Suíça,Portugal,6 - 1,Suíça,"Estádio Nacional de Lusail, Lusail",Portugal,Suíça,Pepe,33,,33',normal,Bola rolando,Cabeça,Normal,Pequena área,0.1278,5.0,114.3,40.0,False,False,False,True,False,Escanteio,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Pepe 33',2692,2022-056
2022,Oitavas de final,,6 de dezembro,Portugal 6 - 1 Suíça,Portugal,6 - 1,Suíça,"Estádio Nacional de Lusail, Lusail",Portugal,Suíça,Raphaël Guerreiro,55,,55',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.3585,10.3,110.9,32.4,False,False,False,False,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Raphaël Guerreiro 55',2693,2022-056
2022,Oitavas de final,,6 de dezembro,Portugal 6 - 1 Suíça,Portugal,6 - 1,Suíça,"Estádio Nacional de Lusail, Lusail",Portugal,Suíça,Rafael Leão,90,2,90+2',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.0103,20.4,105.0,21.7,False,False,False,False,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Rafael Leão 90+2',2694,2022-056
2022,Oitavas de final,,6 de dezembro,Portugal 6 - 1 Suíça,Portugal,6 - 1,Suíça,"Estádio Nacional de Lusail, Lusail",Suíça,Portugal,Akanji,58,,58',normal,Bola rolando,Pé direito,Voleio,Pequena área,0.6689,4.1,118.7,35.4,False,False,False,False,False,Escanteio,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Akanji 58',2695,2022-056
2022,Quartas de final,,9 de dezembro,Croácia 1 - 1 (pro) Brasil,Croácia,1 - 1 (pro),Brasil,"Estádio da Cidade da Educação, Al Rayyan",Croácia,Brasil,Petković,117,,117',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.0998,14.7,103.2,38.6,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Petković 117',2696,2022-057
2022,Quartas de final,,9 de dezembro,Croácia 1 - 1 (pro) Brasil,Croácia,1 - 1 (pro),Brasil,"Estádio da Cidade da Educação, Al Rayyan",Brasil,Croácia,Neymar,105,1,105+1',normal,Bola rolando,Pé direito,Normal,Pequena área,0.4674,6.8,116.5,47.2,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Neymar 105+1',2697,2022-057
2022,Quartas de final,,9 de dezembro,Países Baixos 2 - 2 (pro) Argentina,Países Baixos,2 - 2 (pro),Argentina,"Estádio Nacional de Lusail, Lusail",Países Baixos,Argentina,Weghorst,83,,83',normal,Bola rolando,Cabeça,Normal,Dentro da área,0.0474,11.3,108.7,46.4,False,False,False,True,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Weghorst 83',2698,2022-058
2022,Quartas de final,,9 de dezembro,Países Baixos 2 - 2 (pro) Argentina,Países Baixos,2 - 2 (pro),Argentina,"Estádio Nacional de Lusail, Lusail",Países Baixos,Argentina,Weghorst,90,11,90+11',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.2196,7.2,111.8,39.9,False,False,False,False,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Weghorst 90+11',2699,2022-058
2022,Quartas de final,,9 de dezembro,Países Baixos 2 - 2 (pro) Argentina,Países Baixos,2 - 2 (pro),Argentina,"Estádio Nacional de Lusail, Lusail",Argentina,Países Baixos,Molina,35,,35',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.0666,15.8,104.2,48.9,False,False,False,False,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Molina 35',2700,2022-058
2022,Quartas de final,,9 de dezembro,Países Baixos 2 - 2 (pro) Argentina,Países Baixos,2 - 2 (pro),Argentina,"Estádio Nacional de Lusail, Lusail",Argentina,Países Baixos,Lionel Messi,73,,73',penalti,Pênalti,Pé esquerdo,Normal,Pênalti,0.7835,10.5,108.0,40.0,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,StatsBomb Open Data,alta,Messi 73' (pen),2701,2022-058
2022,Quartas de final,,10 de dezembro,Marrocos 1 - 0 Portugal,Marrocos,1 - 0,Portugal,"Estádio Al Thumama, Doha",Marrocos,Portugal,En-Nesyri,42,,42',normal,Bola rolando,Cabeça,Normal,Dentro da área,0.2003,6.5,112.6,39.7,False,False,False,True,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,En-Nesyri 42',2702,2022-059
2022,Quartas de final,,10 de dezembro,Inglaterra 1 - 2 França,Inglaterra,1 - 2,França,"Estádio Al Bayt, Al Khor",Inglaterra,França,Kane,54,,54',penalti,Pênalti,Pé direito,Normal,Pênalti,0.7835,10.4,108.1,40.1,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,StatsBomb Open Data,alta,Kane 54' (pen),2703,2022-060
2022,Quartas de final,,10 de dezembro,Inglaterra 1 - 2 França,Inglaterra,1 - 2,França,"Estádio Al Bayt, Al Khor",França,Inglaterra,Tchouaméni,17,,17',normal,Bola rolando,Pé direito,Normal,Fora da área,0.0279,24.2,92.5,43.5,False,False,False,False,True,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Tchouaméni 17',2704,2022-060
2022,Quartas de final,,10 de dezembro,Inglaterra 1 - 2 França,Inglaterra,1 - 2,França,"Estádio Al Bayt, Al Khor",França,Inglaterra,Giroud,78,,78',normal,Bola rolando,Cabeça,Normal,Pequena área,0.1467,5.6,114.7,36.4,False,False,False,True,False,Escanteio,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Giroud 78',2705,2022-060
2022,Semifinal,,13 de dezembro,Argentina 3 - 0 Croácia,Argentina,3 - 0,Croácia,"Estádio Nacional de Lusail, Lusail",Argentina,Croácia,Lionel Messi,34,,34',penalti,Pênalti,Pé esquerdo,Normal,Pênalti,0.7835,10.5,108.0,40.0,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,StatsBomb Open Data,alta,Messi 34' (pen.),2706,2022-061
2022,Semifinal,,13 de dezembro,Argentina 3 - 0 Croácia,Argentina,3 - 0,Croácia,"Estádio Nacional de Lusail, Lusail",Argentina,Croácia,Álvarez,39,,39',normal,Bola rolando,Pé direito,Voleio,Dentro da área,0.3617,6.8,112.7,37.4,False,False,False,False,False,Contra-ataque,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Álvarez 39',2707,2022-061
2022,Semifinal,,13 de dezembro,Argentina 3 - 0 Croácia,Argentina,3 - 0,Croácia,"Estádio Nacional de Lusail, Lusail",Argentina,Croácia,Álvarez,69,,69',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.3337,7.4,113.3,45.4,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Álvarez 69',2708,2022-061
2022,Semifinal,,14 de dezembro,França 2 - 0 Marrocos,França,2 - 0,Marrocos,"Estádio Al Bayt, Al Khor",França,Marrocos,Theo Hernández,5,,5',normal,Bola rolando,Pé esquerdo,Meio voleio,Pequena área,0.0979,8.1,115.7,31.5,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Theo Hernández 5',2709,2022-062
2022,Semifinal,,14 de dezembro,França 2 - 0 Marrocos,França,2 - 0,Marrocos,"Estádio Al Bayt, Al Khor",França,Marrocos,Kolo Muani,79,,79',normal,Bola rolando,Pé direito,Normal,Pequena área,0.8521,5.0,115.6,43.8,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Kolo Muani 79',2710,2022-062
2022,Terceiro lugar,,17 de dezembro,Croácia 2 - 1 Marrocos,Croácia,2 - 1,Marrocos,"Estádio Internacional Khalifa, Al Rayyan",Croácia,Marrocos,Gvardiol,7,,7',normal,Bola rolando,Cabeça,Peixinho,Dentro da área,0.1244,9.9,108.8,38.0,False,False,False,True,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Gvardiol 7',2711,2022-063
2022,Terceiro lugar,,17 de dezembro,Croácia 2 - 1 Marrocos,Croácia,2 - 1,Marrocos,"Estádio Internacional Khalifa, Al Rayyan",Croácia,Marrocos,Oršić,42,,42',normal,Bola rolando,Pé direito,Normal,Dentro da área,0.0131,19.8,106.5,21.3,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Oršić 42',2712,2022-063
2022,Terceiro lugar,,17 de dezembro,Croácia 2 - 1 Marrocos,Croácia,2 - 1,Marrocos,"Estádio Internacional Khalifa, Al Rayyan",Marrocos,Croácia,Dari,9,,9',normal,Bola rolando,Cabeça,Normal,Pequena área,0.4178,3.9,115.6,39.0,False,False,False,True,False,Falta,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Dari 9',2713,2022-063
2022,Final,,18 de dezembro,Argentina 3 - 3 (pro) França,Argentina,3 - 3 (pro),França,"Estádio Nacional de Lusail, Lusail",Argentina,França,Lionel Messi,23,,23',penalti,Pênalti,Pé esquerdo,Normal,Pênalti,0.7835,10.5,108.0,40.0,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,StatsBomb Open Data,alta,Messi 23' (pen.),2714,2022-064
2022,Final,,18 de dezembro,Argentina 3 - 3 (pro) França,Argentina,3 - 3 (pro),França,"Estádio Nacional de Lusail, Lusail",Argentina,França,Lionel Messi,108,,108',normal,Bola rolando,Pé direito,Meio voleio,Pequena área,0.4884,3.9,116.6,43.0,False,False,False,False,False,Bola rolando,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Messi 108',2715,2022-064
2022,Final,,18 de dezembro,Argentina 3 - 3 (pro) França,Argentina,3 - 3 (pro),França,"Estádio Nacional de Lusail, Lusail",Argentina,França,Di Maria,36,,36',normal,Bola rolando,Pé esquerdo,Normal,Dentro da área,0.3034,9.8,111.8,32.1,False,False,False,False,False,Contra-ataque,StatsBomb Open Data,,Wikipedia PT,StatsBomb Open Data,alta,Di Maria 36',2716,2022-064
2022,Final,,18 de dezembro,Argentina 3 - 3 (pro) França,Argentina,3 - 3 (pro),França,"Estádio Nacional de Lusail, Lusail",França,Argentina,Kylian Mbappé,80,,80',penalti,Pênalti,Pé direito,Normal,Pênalti,0.7835,10.5,108.0,40.0,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,StatsBomb Open Data,alta,Mbappé 80' (pen.),2717,2022-064
2022,Final,,18 de dezembro,Argentina 3 - 3 (pro) França,Argentina,3 - 3 (pro),França,"Estádio Nacional de Lusail, Lusail",França,Argentina,Kylian Mbappé,81,,81',penalti,Bola rolando,Pé direito,Voleio,Dentro da área,0.1017,15.7,104.8,30.1,True,False,False,False,False,Pênalti,Fjelstul WC Database,,Wikipedia PT,StatsBomb Open Data,alta,Mbappé 81',2718,2022-064
2022,Final,,18 de dezembro,Argentina 3 - 3 (pro) França,Argentina,3 - 3 (pro),França,"Estádio Nacional de Lusail, Lusail",França,Argentina,Kylian Mbappé,118,,118',penalti,Pênalti,Pé direito,Normal,Pênalti,0.7835,10.5,108.0,40.0,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,StatsBomb Open Data,alta,Mbappé 118' (pen.),2719,2022-064
2026,Fase de grupos,Grupo A,11 de junho,México 2 - 0 África do Sul,México,2 - 0,África do Sul,"Estádio Azteca, Cidade do México",México,África do Sul,Quiñones,9,,9',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Quiñones 9',2720,2026-001
2026,Fase de grupos,Grupo A,11 de junho,México 2 - 0 África do Sul,México,2 - 0,África do Sul,"Estádio Azteca, Cidade do México",México,África do Sul,Jiménez,67,,67',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Jiménez 67',2721,2026-001
2026,Fase de grupos,Grupo A,11 de junho,Coreia do Sul 2 - 1 Tchéquia,Coreia do Sul,2 - 1,Tchéquia,"Estadio Akron, Zapopan",Coreia do Sul,Tchéquia,Hwang In-beom,67,,67',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Hwang In-beom 67',2722,2026-002
2026,Fase de grupos,Grupo A,11 de junho,Coreia do Sul 2 - 1 Tchéquia,Coreia do Sul,2 - 1,Tchéquia,"Estadio Akron, Zapopan",Coreia do Sul,Tchéquia,Oh Hyeon-gyu,80,,80',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Oh Hyeon-gyu 80',2723,2026-002
2026,Fase de grupos,Grupo A,11 de junho,Coreia do Sul 2 - 1 Tchéquia,Coreia do Sul,2 - 1,Tchéquia,"Estadio Akron, Zapopan",Tchéquia,Coreia do Sul,Krejčí,59,,59',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Krejčí 59',2724,2026-002
2026,Fase de grupos,Grupo A,18 de junho,Tchéquia 1 - 1 África do Sul,Tchéquia,1 - 1,África do Sul,"Mercedes-Benz Stadium, Atlanta",Tchéquia,África do Sul,Sadílek,6,,6',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Sadílek 6',2725,2026-003
2026,Fase de grupos,Grupo A,18 de junho,Tchéquia 1 - 1 África do Sul,Tchéquia,1 - 1,África do Sul,"Mercedes-Benz Stadium, Atlanta",África do Sul,Tchéquia,Mokoena,83,,83',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Mokoena 83' (pen),2726,2026-003
2026,Fase de grupos,Grupo A,18 de junho,México 1 - 0 Coreia do Sul,México,1 - 0,Coreia do Sul,"Estadio Akron, Zapopan",México,Coreia do Sul,Romo,50,,50',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Romo 50',2727,2026-004
2026,Fase de grupos,Grupo A,24 de junho,Tchéquia 0 - 3 México,Tchéquia,0 - 3,México,"Estádio Azteca, Cidade do México",México,Tchéquia,M. Chávez,55,,55',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,M. Chávez 55',2728,2026-005
2026,Fase de grupos,Grupo A,24 de junho,Tchéquia 0 - 3 México,Tchéquia,0 - 3,México,"Estádio Azteca, Cidade do México",México,Tchéquia,Quiñones,61,,61',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Quiñones 61',2729,2026-005
2026,Fase de grupos,Grupo A,24 de junho,Tchéquia 0 - 3 México,Tchéquia,0 - 3,México,"Estádio Azteca, Cidade do México",México,Tchéquia,Fidalgo,90,4,90+4',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Fidalgo 90+4',2730,2026-005
2026,Fase de grupos,Grupo A,24 de junho,África do Sul 1 - 0 Coreia do Sul,África do Sul,1 - 0,Coreia do Sul,"Estádio BBVA, Guadalupe",África do Sul,Coreia do Sul,Maseko,63,,63',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Maseko 63',2731,2026-006
2026,Fase de grupos,Grupo B,12 de junho,Canadá 1 - 1 Bósnia e Herzegovina,Canadá,1 - 1,Bósnia e Herzegovina,"BMO Field, Toronto",Canadá,Bósnia e Herzegovina,Larin,78,,78',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Larin 78',2732,2026-007
2026,Fase de grupos,Grupo B,12 de junho,Canadá 1 - 1 Bósnia e Herzegovina,Canadá,1 - 1,Bósnia e Herzegovina,"BMO Field, Toronto",Bósnia e Herzegovina,Canadá,Lukić,21,,21',normal,Não detalhado,Não detalhado,Não detalhado,Não detalhado,,,,,False,False,False,False,False,Não informado,,,Wikipedia PT,,alta,Lukić 21',2733,2026-007
2026,Fase de grupos,Grupo B,13 de junho,Catar 1 - 1 Suíça,Catar,1 - 1,Suíça,"Levi's Stadium, Santa Clara",Catar,Suíça,Muheim,90,4,90+4',gol_contra,Gol contra,Não detalhado,Não detalhado,Não detalhado,,,,,False,True,False,False,False,Gol contra,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Muheim 90+4' (g.c.),2734,2026-008
2026,Fase de grupos,Grupo B,13 de junho,Catar 1 - 1 Suíça,Catar,1 - 1,Suíça,"Levi's Stadium, Santa Clara",Suíça,Catar,Embolo,17,,17',penalti,Pênalti,Não detalhado,Pênalti,Não detalhado,,,,,True,False,False,False,False,Pênalti,Wikipedia PT - marcador,,Wikipedia PT,Wikipedia PT - marcador,alta,Embolo 17' (pen),2735,2026-008
